iter	RMSE
448	14.09777666
449	14.09002837
450	14.08268966
451	14.07376222
452	14.06899817
453	14.06406787
454	14.05738376
455	14.05349123
456	14.04727495
457	14.04032794
458	14.03375466
459	14.0274381
460	14.02327485
461	14.01681506
462	14.00840919
463	13.99934339
464	13.99335613
465	13.98626803
466	13.97785894
467	13.97482407
468	13.96674718
469	13.96013788
470	13.9527323
471	13.9459661
472	13.9408247
473	13.93554045
474	13.93169639
475	13.92488554
476	13.91757279
477	13.91121582
478	13.9055888
479	13.8993421
480	13.89375138
481	13.88961083
482	13.88167003
483	13.87598488
484	13.86988934
485	13.863023
486	13.85721067
487	13.8533046
488	13.84387857
489	13.83600124
490	13.83086485
491	13.82503374
492	13.81917044
493	13.80972291
494	13.80327767
495	13.79822111
496	13.79315818
497	13.78583502
498	13.77951503
499	13.77396568
500	13.76915298
501	13.76232985
502	13.75709919
503	13.7499139
504	13.74230407
505	13.7306494
506	13.72084752
507	13.71539598
508	13.70842697
509	13.70214517
510	13.69643322
511	13.68932322
512	13.68360642
513	13.67937401
514	13.67183792
515	13.66625216
516	13.66119354
517	13.65397525
518	13.64728641
519	13.64197007
520	13.63551858
521	13.62668515
522	13.62156316
523	13.61684945
524	13.61046939
525	13.60496354
526	13.59991235
527	13.59357223
528	13.5890948
529	13.58444856
530	13.58016365
531	13.57398015
532	13.57053384
533	13.56265046
534	13.5535726
535	13.55075823
536	13.54328429
537	13.53819895
538	13.53296758
539	13.52698804
540	13.5201518
541	13.51371246
542	13.50626632
543	13.50186848
544	13.49629493
545	13.49186678
546	13.48562196
547	13.4798333
548	13.47429946
549	13.46794055
550	13.46089681
551	13.45597685
552	13.45259851
553	13.4469952
554	13.44033076
555	13.43454949
556	13.43023408
557	13.42280474
558	13.41802651
559	13.41356449
560	13.40862662
561	13.40476095
562	13.39736793
563	13.39047826
564	13.38603417
565	13.37997933
566	13.37453725
567	13.36674889
568	13.35986707
569	13.35677431
570	13.34784434
571	13.34257347
572	13.3374185
573	13.33317342
574	13.32674133
575	13.31942394
576	13.31223244
577	13.30708135
578	13.30247546
579	13.29740982
580	13.29381297
581	13.29015851
582	13.28576745
583	13.28228609
584	13.27359073
585	13.27003129
586	13.26463727
587	13.26110913
588	13.25706139
589	13.25101344
590	13.24556532
591	13.23919627
592	13.23402735
593	13.22786402
594	13.22166624
595	13.21493859
596	13.20826923
597	13.2053961
598	13.19997617
599	13.19401456
600	13.18824399
601	13.18345597
602	13.17719416
603	13.17220135
604	13.16891835
605	13.16375077
606	13.15921284
607	13.1536907
608	13.1508002
609	13.14703517
610	13.14285824
611	13.13888934
612	13.13216618
613	13.12766601
614	13.1229689
615	13.11853158
616	13.11571693
617	13.11180884
618	13.10799172
619	13.10317869
620	13.09974666
621	13.09547485
622	13.09234497
623	13.08495891
624	13.08215069
625	13.07862518
626	13.07475935
627	13.06820806
628	13.0632156
629	13.05938164
630	13.05615605
631	13.0530078
632	13.04808025
633	13.04203224
634	13.03836462
635	13.03253607
636	13.02623988
637	13.02173035
638	13.01757654
639	13.01338515
640	13.00859584
641	13.00281513
642	13.00012978
643	12.99495111
644	12.98753405
645	12.98254659
646	12.97666208
647	12.97265459
648	12.96774672
649	12.96305476
650	12.95949399
651	12.95443742
652	12.95073747
653	12.94661609
654	12.94340392
655	12.93973676
656	12.93701725
657	12.93032626
658	12.9250429
659	12.92079782
660	12.9145155
661	12.91031291
662	12.904963
663	12.90007172
664	12.89454862
665	12.88878014
666	12.88377418
667	12.87834436
668	12.87156199
669	12.86808452
670	12.86273466
671	12.85473966
672	12.85096242
673	12.84637504
674	12.841891
675	12.83885
676	12.83439246
677	12.83023031
678	12.82238499
679	12.81702466
680	12.8133201
681	12.80808726
682	12.80540083
683	12.80158484
684	12.79698831
685	12.79154571
686	12.78388821
687	12.77837402
688	12.77319934
689	12.77034287
690	12.76531907
691	12.76129703
692	12.75398544
693	12.74920377
694	12.74655694
695	12.74137753
696	12.73629515
697	12.72969806
698	12.72568202
699	12.72068634
700	12.71342099
701	12.70943396
702	12.70285779
703	12.69635618
704	12.69257878
705	12.68748729
706	12.68413618
707	12.68104293
708	12.67763973
709	12.67351324
710	12.66895983
711	12.66218011
712	12.65914883
713	12.65652639
714	12.65335336
715	12.64849969
716	12.64246581
717	12.63953594
718	12.63664179
719	12.63267961
720	12.62905548
721	12.62436888
722	12.62176815
723	12.61635059
724	12.61393763
725	12.6103093
726	12.60579411
727	12.60157357
728	12.59823989
729	12.59469498
730	12.59141711
731	12.58653589
732	12.58299431
733	12.57848497
734	12.57440455
735	12.56918737
736	12.56369671
737	12.55945672
738	12.55713733
739	12.55216552
740	12.54609942
741	12.54125836
742	12.53628595
743	12.53191774
744	12.5280137
745	12.52327005
746	12.51741605
747	12.51279769
748	12.5093808
749	12.505238
750	12.50177208
751	12.49795352
752	12.49495386
753	12.49214392
754	12.48637803
755	12.48168636
756	12.47637172
757	12.47228292
758	12.46743617
759	12.46323639
760	12.45541316
761	12.45190463
762	12.44708513
763	12.44279303
764	12.4392428
765	12.43540444
766	12.4308781
767	12.42865637
768	12.4242661
769	12.42156879
770	12.41597443
771	12.41232399
772	12.40957152
773	12.40399084
774	12.39984322
775	12.39485505
776	12.39216304
777	12.38786191
778	12.3836078
779	12.37692705
780	12.37110208
781	12.36604586
782	12.36369214
783	12.36103199
784	12.35688574
785	12.35255645
786	12.34609635
787	12.34263081
788	12.33854854
789	12.33301955
790	12.32874598
791	12.3244938
792	12.32165869
793	12.3158887
794	12.31185347
795	12.30724794
796	12.30120361
797	12.29869583
798	12.29487522
799	12.29079044
800	12.28796335
801	12.28472271
802	12.28231638
803	12.2795517
804	12.27525561
805	12.27157942
806	12.26700599
807	12.26349201
808	12.25853516
809	12.25491414
810	12.25210289
811	12.24899655
812	12.24477865
813	12.23993318
814	12.23739424
815	12.23502213
816	12.22964423
817	12.22600873
818	12.22178842
819	12.21742436
820	12.21485315
821	12.20996995
822	12.20637909
823	12.20247289
824	12.19614347
825	12.19172346
826	12.18758608
827	12.18406687
828	12.18140181
829	12.1773938
830	12.1711742
831	12.16764693
832	12.16264374
833	12.1594841
834	12.15602133
835	12.15349557
836	12.15066367
837	12.14472435
838	12.14042048
839	12.13570036
840	12.13144615
841	12.12666808
842	12.12397063
843	12.12008867
844	12.11610045
845	12.11451323
846	12.11227425
847	12.10873455
848	12.10481027
849	12.10235451
850	12.09934511
851	12.09662716
852	12.09391541
853	12.09145875
854	12.08675382
855	12.08309929
856	12.07935531
857	12.07514584
858	12.07242878
859	12.06944529
860	12.06402111
861	12.06010115
862	12.05528272
863	12.05072216
864	12.04794698
865	12.04489382
866	12.04082118
867	12.03761678
868	12.03357795
869	12.02902179
870	12.02504042
871	12.02147629
872	12.01752886
873	12.01461795
874	12.00963761
875	12.00623584
876	12.00202715
877	11.99858392
878	11.9962867
879	11.99250697
880	11.99020364
881	11.98613982
882	11.98311135
883	11.97992034
884	11.97526033
885	11.97159703
886	11.96861862
887	11.96643158
888	11.96457653
889	11.96128293
890	11.95849454
891	11.95460209
892	11.94956792
893	11.94436366
894	11.93919472
895	11.93636869
896	11.93213521
897	11.92787373
898	11.92187133
899	11.91683914
900	11.91359992
901	11.91080707
902	11.90772778
903	11.90551659
904	11.90330978
905	11.89989758
906	11.89612284
907	11.89312225
908	11.88781077
909	11.88473701
910	11.88231575
911	11.87861792
912	11.87625453
913	11.87378899
914	11.86978411
915	11.86638708
916	11.86197517
917	11.85899678
918	11.85612923
919	11.85213241
920	11.84799301
921	11.84480453
922	11.83949291
923	11.83514218
924	11.83028965
925	11.82738757
926	11.82271347
927	11.82014495
928	11.81556355
929	11.81256404
930	11.80901668
931	11.80632346
932	11.80370057
933	11.79849336
934	11.79442156
935	11.78874903
936	11.78603873
937	11.78421173
938	11.77974936
939	11.77390841
940	11.77101446
941	11.76750884
942	11.76250412
943	11.75846963
944	11.7547676
945	11.75118137
946	11.74839451
947	11.7446557
948	11.74053749
949	11.73699671
950	11.73366006
951	11.72911763
952	11.72650577
953	11.7233449
954	11.71842022
955	11.71646467
956	11.71349536
957	11.71077009
958	11.70716697
959	11.70501216
960	11.70176716
961	11.69800698
962	11.69572618
963	11.69285918
964	11.68964661
965	11.68402943
966	11.68016268
967	11.67670958
968	11.67373201
969	11.67170954
970	11.6714839
971	11.66714078
972	11.6633728
973	11.65842987
974	11.65579368
975	11.65306111
976	11.65061016
977	11.64719615
978	11.6416544
979	11.64145216
980	11.63741231
981	11.63423086
982	11.63102324
983	11.62862177
984	11.62625281
985	11.62304356
986	11.61963116
987	11.61729672
988	11.61303579
989	11.61045223
990	11.60737871
991	11.60362282
992	11.60025785
993	11.59696098
994	11.59334767
995	11.59031703
996	11.58708658
997	11.58325121
998	11.57749491
999	11.57729933
